素材ID,素材名称,主体,内容,类型,痛点,打点,打点分桶,呈现方式,演员,编导,后期,投放剪辑,制作月份,是否投放双开头,消耗,转化数,录入数,t0加微数,当月录入当月邀约数,当月录入当月初诊数,当月录入当月首付费数,当月录入当月付费金额,T0加微率,当月当期邀约率,当月当期到诊率,当月当期付费总金额,当月当期客单价,当月当期ROI
7643639569789353984,推送视频_6植发-剧情创新-豆豆MARC-舒曼-大脑门（效果）（漂亮）（诊室）王磊-0515.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,豆豆|MARC,舒曼,王磊,,200515,,24.82,0,0,0,0,0,0,0,,,,0,,0.00
7660364227929980970,3植发-剧情创新-智贺雅婷-舒曼-计算（价格）（服务）（诊室）-跃海-20260703.mp4,广州,植发,剧情,价格,服务,其他,诊室,雅婷|智贺,舒曼,跃海,,202607,,24.75,0,0,0,0,0,0,0,,,,0,,0.00
7662980527319564329,植发-混剪-空空-志松-（女性美学）（漂亮）（空镜）-铁良-260716.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,志松,铁良,,202607,,23.88,1,1,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7662249707268079679,10植发-剧情创新-豆豆MARC-舒曼-天生（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,深圳,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼,王磊,,202607,,23.57,0,0,0,0,0,0,0,,,,0,,0.00
7662951726315503679,植发-混剪-空空-志松-（女性美学）（质价比）（空镜）-铁良-260716.mp4,深圳,植发,混剪,女性美学,质价比,质价比,空镜,空空,志松,铁良,,202607,,22.90,0,0,0,0,0,0,0,,,,0,,0.00
7614532190546952238,2植发-混剪-空空-黄笑-脸型（女性美学）（空镜）-时亿-260302(1).mp4,广州,植发,混剪,女性美学,,无,空镜,空空,黄笑,时亿,,202603,,22.70,0,0,0,0,0,0,0,,,,0,,0.00
7662664265904455734,10植发-剧情创新-豆豆MARC-舒曼文杰-天生（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,广州,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼|文杰,王磊,,202607,1,21.89,1,0,0,0,0,0,0,0.00,,,0,,0.00
7624742644980285440,推送视频_SY改植发-剧情-诊室-张艳秋-hx-260104-260404.mp4,广州,植发,剧情,,,无,诊室,,,艳秋,SY,202604,,21.76,0,0,0,0,0,0,0,,,,0,,0.00
7661883962147766272,5植发-剧情创新-豆豆MARC-舒曼-20年（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,21.49,0,0,0,0,0,0,0,,,,0,,0.00
7663405856526860303,1植发-口播创新-齐政莱莱 -舒曼-二十年前（女性美学）（发际线下调）（诊室）-汝春-2607-10-11-13-17.mp4,深圳,植发,口播,女性美学,发际线下调,发际线下调,诊室,,舒曼,汝春,,202607,,21.14,0,0,0,0,0,0,0,,,,0,,0.00
7651557963527438342,推送视频_3植发-混剪-空空-舒曼-小姐姐(女性美学)(漂亮)(空镜)-晓君-20260608.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,晓君,,202606,,21.14,0,0,0,0,0,0,0,,,,0,,0.00
7661525728288505897,植发-混剪-空空-空镜-时间-钱-门头大字报-希琛-马亚书-260707.mp4,广州,植发,混剪,时间,钱,其他,空镜,空空,希琛,亚书,,202607,,20.59,0,0,0,0,0,0,0,,,,0,,0.00
7662951617618444334,双15植发-剧情-冰冰MARC-志松白洋-贴点（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-15.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松|白洋,跃海,,202607,1,20.52,0,0,0,0,0,0,0,,,,0,,0.00
7657906991303622662,推送视频_8植发-剧情-延旭小语-志松-您看下（女性美学）（漂亮）（诊室）-跃海-20260701.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,志松,跃海,,202607,,20.42,0,0,0,0,0,0,0,,,,0,,0.00
7660119537858232374,推送视频_13植发-口播-圣男-女性美学-漂亮-诊室-建星-新方案-王磊-0703.mp4,广州,植发,口播,方案,漂亮,其他,诊室,圣男,,王磊,,200703,,20.38,0,0,0,0,0,0,0,,,,0,,0.00
7660467013685542927,推送视频_5植发-剧情创新-齐政莱莱 -舒曼-小一圈（女性美学）（漂亮）（诊室）-王磊-20260709.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,王磊,,202607,,20.25,0,0,0,0,0,0,0,,,,0,,0.00
7625831190268248090,SY10植发-实拍-WL-HX-26027这是2800毛（诊室面诊方案)-260129-260404.mp4,广州,植发,,方案,方案,方案,诊室,,,HX,SY,202800,,20.24,0,0,0,0,0,0,0,,,,0,,0.00
7661884676135190578,8植发-剧情-豆豆MARC-舒曼杨光-大花瓣（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼|杨光,王磊,,202607,1,19.24,0,0,0,0,0,0,0,,,,0,,0.00
7663428645692719150,双20植发-剧情创新-冰冰MARC-志松晓星-发际线（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,广州,植发,剧情,方案,方案,方案,诊室,MARC,志松|晓星,,XX,202607,1,19.23,0,0,0,0,0,0,0,,,,0,,0.00
7660336213952331802,9植发-剧情-圣男博洋-舒曼韩波-旅游（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼|韩波,跃海,,202607,1,19.14,0,0,0,0,0,0,0,,,,0,,0.00
7659338846790254592,推送视频_植发-混剪-空空-空镜-时间-钱-门头大字报1-希琛-马亚书-260701.mp4,广州,植发,混剪,时间,钱,其他,空镜,空空,希琛,亚书,,202607,,18.67,0,0,0,0,0,0,0,,,,0,,0.00
7663406470184878122,4植发-混剪-空空-舒曼-猫耳朵（女性美学）（发际线下调）（优势）（空镜-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,汝春,,202607,,18.62,0,0,0,0,0,0,0,,,,0,,0.00
7663428673147863078,双18植发-剧情-冰冰MARC-志松海峰-前额（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-17.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松|海峰,跃海,,202607,1,18.61,0,0,0,0,0,0,0,,,,0,,0.00
7661913295830155318,10植发-混剪-空空-舒曼-大字报(女性美学)(发际线价格)(钱)(空镜)-晓君-20260713.mp4,深圳,植发,混剪,价格,钱,其他,空镜,空空,舒曼,晓君,,202607,,17.77,0,0,0,0,0,0,0,,,,0,,0.00
7598383620404953140,推送视频_植发-二剪-合肥开头-W改-260122.mp4,广州,植发,,,,无,,,,,,202601,,17.73,0,0,0,0,0,0,0,,,,0,,0.00
7650021096734605327,推送视频_植发-拼接-空空-技术-漂亮-空镜-王赫-红发（女）-WH-260611.mp4,广州,植发,,技术,漂亮,其他,空镜,空空,王赫,WH|王赫,,202606,,16.91,0,0,0,0,0,0,0,,,,0,,0.00
7662664353860288564,12植发-剧情创新-豆豆MARC-舒曼-发际线（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,广州,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼,王磊,,202607,,16.28,0,0,0,0,0,0,0,,,,0,,0.00
7663405791546507299,2植发-混剪-空空-舒曼-绒毛感（女性美学）（美学方案定制）（优势）（空）-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,方案,优势,其他,空镜,空空,舒曼,汝春,,202607,,15.80,0,0,0,0,0,0,0,,,,0,,0.00
7662664340656242728,13植发-剧情创新-豆豆MARC-舒曼-脸小（女性美学）（美学方案定制）（大厅）-王磊-20260714.mp4,广州,植发,剧情,方案,方案,方案,大厅,豆豆|MARC,舒曼,王磊,,202607,,15.18,0,0,0,0,0,0,0,,,,0,,0.00
7661888426889297939,3植发-剧情-豆豆MARC-舒曼白洋-贴点（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼|白洋,王磊,,202607,1,15.09,0,0,0,0,0,0,0,,,,0,,0.00
7659334561660289076,推送视频_5植发-剧情创新-齐政瑞华-志松-2500（技术）（优势）（诊室）-跃海-20260701.mp4,广州,植发,剧情,技术,优势,其他,诊室,瑞华,志松,跃海,,202607,,14.72,0,0,0,0,0,0,0,,,,0,,0.00
7644025591654285338,推送视频_10植发-剧情-豆豆MARC-舒曼-花瓣形（方案）（漂亮）（诊室）-跃海-20260525-广审版.mp4,广州,植发,剧情,方案,漂亮,其他,诊室,豆豆|MARC,舒曼,跃海,,202605,,14.64,0,0,0,0,0,0,0,,,,0,,0.00
7663428621427785770,单19植发-剧情创新-冰冰MARC-志松-天生（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,广州,植发,剧情,方案,方案,方案,诊室,MARC,志松,,XX,202607,,14.63,0,0,0,0,0,0,0,,,,0,,0.00
7663406493840539689,3植发-混剪-空空-舒曼-活动（女性美学）（发际线下调）（优势）（空镜）-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,汝春,,202607,,14.32,0,0,0,0,0,0,0,,,,0,,0.00
7659339334898794547,推送视频_植发-混剪-空空-时间-经验-空镜-刘超-爆红-马亚书-260701.mp4,广州,植发,混剪,时间,经验,其他,空镜,空空,刘超,亚书,,202607,,14.20,0,0,0,0,0,0,0,,,,0,,0.00
7582909980035956786,推送视频_植发-混剪-空空-价格-空镜-希琛-4级女方案-马亚书-251210-251210.mp4,广州,植发,混剪,方案,方案,方案,空镜,空空,希琛,亚书,,202512,,14.15,0,0,0,0,0,0,0,,,,0,,0.00
7662952034648866831,植发-混剪-空空-舒曼志松-发际线（女性美学）（发际线下调）（空镜）-跃海-20260716.mp4,深圳,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,志松|舒曼,跃海,,202607,1,13.87,0,0,0,0,0,0,0,,,,0,,0.00
7643639469759217683,推送视频_4植发-剧情创新-豆豆MARC-舒曼-秃额头（效果）（优势）（诊室）--王磊-0515.mp4,广州,植发,剧情,效果,优势,其他,诊室,豆豆|MARC,舒曼,王磊,,200515,,13.86,0,0,0,0,0,0,0,,,,0,,0.00
7662985987795664939,横1植发-剧情-冰冰MARC-志松-80（女性美学）（质价比）（诊室）-跃海-2607-12-13-14-16.mp4,广州,植发,剧情,女性美学,质价比,质价比,诊室,MARC,志松,跃海,,202607,,13.79,0,0,0,0,0,0,0,,,,0,,0.00
7663406366808653874,4植发-混剪-空空-舒曼-活动（女性美学）（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,汝春,,202607,,13.63,0,0,0,0,0,0,0,,,,0,,0.00
7660054099279511558,2植发-混剪-空空-舒曼-不错（女性美学）（发际线下调）（空镜）-王磊-20260707,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,王磊,,202607,,13.31,0,0,0,0,0,0,0,,,,0,,0.00
7619533657052758043,推送视频_4植发-剧情-丽娜昊天-志松-你们这（价格）（钱）（诊室）-时亿-260318.mp4,广州,植发,剧情,价格,钱,其他,诊室,丽娜|昊天,志松,时亿,,202603,,13.14,0,0,0,0,0,0,0,,,,0,,0.00
7660363350246424612,4植发-剧情-齐政莱莱 -舒曼-好看（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202607,,13.11,0,0,0,0,0,0,0,,,,0,,0.00
7661888506264666152,3植发-剧情-豆豆MARC-舒曼-贴点（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,12.88,0,0,0,0,0,0,0,,,,0,,0.00
7663428642450096137,单18植发-剧情-冰冰MARC-志松-前额（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-17.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松,跃海,,202607,,12.71,0,0,0,0,0,0,0,,,,0,,0.00
7588095161412026402,推送视频_新版贴片-本地生活-植发-实拍脚本5-张艳秋-hx-1014-美学专项-种植密度-方案-251016.mp4,广州,植发,,方案,方案,方案,,,,艳秋,,202510,,12.31,0,0,0,0,0,0,0,,,,0,,0.00
7580190898618499087,改广-本地生活-4植发-实拍脚本4-刘婷-gzs-250917鬓角区35(方案）-250918.mp4,广州,植发,,方案,方案,方案,,,,刘婷,,202509,,12.31,0,0,0,0,0,0,0,,,,0,,0.00
7663429150768283658,单18植发-剧情-冰冰MARC-志松-前额（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-17.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松,跃海,,202607,,12.30,0,0,0,0,0,0,0,,,,0,,0.00
7661883962579271734,3植发-剧情-豆豆MARC-舒曼白洋-贴点（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼|白洋,王磊,,202607,1,12.15,0,0,0,0,0,0,0,,,,0,,0.00
7662665295694479423,11植发-剧情-豆豆MARC-舒曼-变化左锐（女性美学）（效果对比）（诊室）-王磊-20260714.mp4,广州,植发,剧情,效果,对比,其他,诊室,豆豆|MARC,舒曼|左锐,王磊,,202607,1,12.02,0,0,0,0,0,0,0,,,,0,,0.00
7663429196230230042,单20植发-剧情创新-冰冰MARC-志松-发际线（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,深圳,植发,剧情,方案,方案,方案,诊室,MARC,志松,,XX,202607,,11.95,0,0,0,0,0,0,0,,,,0,,0.00
7663429286393446434,双18植发-剧情-冰冰MARC-志松海峰-前额（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-17.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松|海峰,跃海,,202607,1,11.56,0,0,0,0,0,0,0,,,,0,,0.00
7661889318643630120,7植发-剧情创新-豆豆MARC-舒曼韩波-高标准（女性美学）（方案）-王磊-20260710.mp4,深圳,植发,剧情,方案,方案,方案,,豆豆|MARC,舒曼|韩波,王磊,,202607,1,11.51,0,0,0,0,0,0,0,,,,0,,0.00
7663406563340943375,3植发-混剪-空空-舒曼-绒毛感（女性美学）（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,汝春,,202607,,11.23,0,0,0,0,0,0,0,,,,0,,0.00
7661884600152440859,7植发-剧情创新-豆豆MARC-舒曼-高标准（女性美学）（方案）（空镜）-王磊-20260710.mp4,广州,植发,剧情,方案,方案,方案,空镜,豆豆|MARC,舒曼,王磊,,202607,,10.82,0,0,0,0,0,0,0,,,,0,,0.00
7662665216212533294,9植发-剧情-豆豆MARC-舒曼-前额（女性美学）（发际线下调）（诊室）-王磊-20260714.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,10.77,0,0,0,0,0,0,0,,,,0,,0.00
7582140636582576164,推送视频_本地生活-植发-实拍脚本5-张艳秋-hx-1014-美学专项-种植密度-方案-251016新广.mp4,广州,植发,,方案,方案,方案,,,,艳秋,,202510,,10.54,0,0,0,0,0,0,0,,,,0,,0.00
7594352983128326184,推送视频_植发-拼接-空空-美观-空空-gzs-（女）140咨询-王赫-260104-260104.mp4,广州,植发,,美观,,无,,空空,王赫,王赫,,202601,,10.24,0,0,0,0,0,0,0,,,,0,,0.00
7641156215868244008,HB改-本地生活-2植发-混剪脚本2-张艳秋-wsm-1027颞角角度-20260518.mp4,广州,植发,混剪,,,无,,,,艳秋,HB,202605,,10.09,0,0,0,0,0,0,0,,,,0,,0.00
7650444368885989382,推送视频_植发-混剪-空空-空镜-时间-钱-门头大字报1-希琛-马亚书-260608.mp4,广州,植发,混剪,时间,钱,其他,空镜,空空,希琛,亚书,,202606,,10.07,0,0,0,0,0,0,0,,,,0,,0.00
7650004762516226057,推送视频_4植发-混剪-空空-舒曼-大字报(女性美学)(漂亮)(空镜)-晓君-20260610.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,晓君,,202606,,9.67,0,0,0,0,0,0,0,,,,0,,0.00
7663428392096530483,单20植发-剧情创新-冰冰MARC-志松-发际线（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,广州,植发,剧情,方案,方案,方案,诊室,MARC,志松,,XX,202607,,9.57,0,0,0,0,0,0,0,,,,0,,0.00
7663405774992195627,1植发-混剪-空空-舒曼-花瓣形（女性美学）（发际线下调）（画线）（空镜-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,画线,其他,空镜,空空,舒曼,汝春,,202607,,9.00,0,0,0,0,0,0,0,,,,0,,0.00
7662567324445966342,推送视频_13.植发-口播-唯宁-信息差-价格-大厅-希琛-花钱心甘情愿-晓君-260714.mp4,广州,植发,口播,价格,钱,其他,大厅,唯宁,希琛,晓君,,202607,,8.80,0,0,0,0,0,0,0,,,,0,,0.00
7649226145913208878,推送视频_植发-口播-蛋黄-价格-支付-诊室-刘超-咨询爆-LC-20260608.mp4,广州,植发,口播,价格,,无,诊室,蛋黄,刘超,LC,,202606,,8.66,0,0,0,0,0,0,0,,,,0,,0.00
7632206209786789940,推送视频_SY植发-混剪-美学-女性-方案-拼展示-260421.mp4,广州,植发,混剪,方案,方案,方案,,,,,SY,202604,,8.31,0,0,0,0,0,0,0,,,,0,,0.00
7625938481017962511,SY改广植发剧情-crc-hx-260114（诊室面诊 价格)-260116-260407.mp4,广州,植发,剧情,价格,,无,诊室,,,,SY,202604,,8.28,0,0,0,0,0,0,0,,,,0,,0.00
7660336283087093775,4植发-剧情-齐政莱莱 -舒曼-好看（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202607,,8.14,0,0,0,0,0,0,0,,,,0,,0.00
7631561282441445430,推送视频_9植发-边框剧情-昊天馨以-舒曼-知道（女性美学）（漂亮）（诊室）-艳秋-260420.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,昊天,舒曼,艳秋,,202604,,8.04,0,1,0,0,0,0,0,,0.00,0.00,0,,0.00
7659339332038295561,推送视频_植发-混剪-空空-价格-支付-空镜-刘超-爆必高转-马亚书-260701.mp4,广州,植发,混剪,价格,,无,空镜,空空,刘超,亚书,,202607,,7.22,0,0,0,0,0,0,0,,,,0,,0.00
7661889296039493682,7植发-剧情创新-豆豆MARC-舒曼-高标准（女性美学）（方案）（空镜）-王磊-20260710.mp4,深圳,植发,剧情,方案,方案,方案,空镜,豆豆|MARC,舒曼,王磊,,202607,,7.05,0,0,0,0,0,0,0,,,,0,,0.00
7648857120258932745,推送视频_植发-混剪-空空-价格-支付-空镜-刘超-大字报用-马亚书-260603.mp4,广州,植发,混剪,价格,,无,空镜,空空,刘超,亚书,,202606,,6.55,0,0,0,0,0,0,0,,,,0,,0.00
7650004761052413961,推送视频_6植发-混剪-空空-舒曼-小姐姐(女性美学)(漂亮)(空镜)-晓君-20260610.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,晓君,,202606,,6.44,0,0,0,0,0,0,0,,,,0,,0.00
7602243447597383718,020202-本地生活-6植发-混剪脚本6-刘婷-hx-2511242026年（半美学）-25112.mp4,广州,植发,混剪,,,无,,,,刘婷,,200202,,6.40,0,0,0,0,0,0,0,,,,0,,0.00
7624366765077823524,11植发口播蛋黄志松谁告诉你价格室内钱跃海260401广审版,广州,植发,口播,价格,钱,其他,室内,蛋黄,志松,跃海,,202604,,6.32,0,0,0,0,0,0,0,,,,0,,0.00
7663405771674157110,2植发-混剪-空空-舒曼-见识（女性美学）（漂亮）（空镜）-汝春-2607-10-11-13-17.mp4,深圳,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,汝春,,202607,,6.30,0,0,0,0,0,0,0,,,,0,,0.00
7638113765290360884,HB改-植发-混剪-空空-HD-女性美学-空境-HD-20260510.mp4,广州,植发,混剪,女性美学,,无,,空空,HD,HD,HB,202605,,6.07,0,0,0,0,0,0,0,,,,0,,0.00
7591692943728574479,推送视频_260104-植发-自产混剪-价格-zr5-广新.mp4,广州,植发,混剪,价格,,无,,,,zr,,202601,,6.00,0,0,0,0,0,0,0,,,,0,,0.00
7662951431872233482,4植发-剧情创新-冰冰MARC-志松-（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-15.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松,跃海,,202607,,5.77,0,0,0,0,0,0,0,,,,0,,0.00
7659329445125128243,推送视频_植发-拼接-空空-技术-经验-空镜-王赫-躺下-WH-260703.mp4,广州,植发,,技术,经验,其他,空镜,空空,王赫,WH|王赫,,202607,,5.64,0,0,0,0,0,0,0,,,,0,,0.00
7628052266698686516,推送视频_2植发-混剪-空空-舒曼-羡慕（女性美学）（漂亮）（空镜）-艳秋-260409.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,艳秋,,202604,,5.52,0,0,0,0,0,0,0,,,,0,,0.00
7661889306094075913,6植发-剧情创新-豆豆MARC-舒曼-高标准（女性美学）（方案）（空镜）-王磊-20260710.mp4,深圳,植发,剧情,方案,方案,方案,空镜,豆豆|MARC,舒曼,王磊,,202607,,5.03,0,0,0,0,0,0,0,,,,0,,0.00
7659235794105286671,推送视频_10植发-口播-瑞华-智慧-本地（价格）（优势）（诊室）-跃海-20260701.mp4,广州,植发,口播,价格,优势,其他,诊室,瑞华,智慧,跃海,,202607,,4.97,0,0,0,0,0,0,0,,,,0,,0.00
7659235655558578226,推送视频_11植发-剧情-亚堃瑞华-智慧-割韭菜（信息差）（优势）（诊室）-跃海-20260701-女版.mp4,广州,植发,剧情,信息差,优势,其他,诊室,瑞华,智慧,跃海,,202607,,4.79,1,0,0,0,0,0,0,0.00,,,0,,0.00
7660336585710469154,10植发-剧情创新-莱依依-舒曼-旅游（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202607,,4.70,0,0,0,0,0,0,0,,,,0,,0.00
7650004782631452714,推送视频_7植发-混剪-空空-舒曼-大脑门(女性美学)(漂亮)(空镜)-晓君-20260610.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,晓君,,202606,,4.70,0,0,0,0,0,0,0,,,,0,,0.00
7663429362466553890,双19植发-剧情创新-冰冰MARC-志松文杰-天生（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,深圳,植发,剧情,方案,方案,方案,诊室,MARC,志松|文杰,,XX,202607,1,4.21,0,0,0,0,0,0,0,,,,0,,0.00
7632920578023931904,推送视频_12植发-剧情-凤龙丹丹-舒曼-提取（女性美学）（漂亮）（诊室）-跃海-260423-广审版.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,凤龙|丹丹,舒曼,跃海,,202604,,4.00,0,0,0,0,0,0,0,,,,0,,0.00
7651453468538028066,推送视频_2植发-口播-朵拉-信息差-钱-大厅-希琛-植发多少钱-时亿-260608(1).mp4,广州,植发,口播,信息差,钱,其他,大厅,朵拉,希琛,时亿,,202606,,3.95,0,0,0,0,0,0,0,,,,0,,0.00
7660365389436043299,13植发-剧情创新-圣男博洋-舒曼-十年前（技术）（优势）（诊室）-李铁良-20260708.mp4.mp4,广州,植发,剧情,技术,优势,其他,诊室,圣男,舒曼,铁良,,202607,,3.91,0,0,0,0,0,0,0,,,,0,,0.00
7648857287722287145,推送视频_植发-剧情-丽娜田涛-价格-支付-诊室-刘超-算毛囊1-马亚书-260602.mp4,广州,植发,剧情,价格,,无,诊室,丽娜|田涛,刘超,亚书,,202606,,3.66,0,0,0,0,0,0,0,,,,0,,0.00
7651521631571951667,推送视频_8植发-剧情创新-圣男博洋-舒曼-越密越好（女性美学）（漂亮）（诊室）-王磊-20260615.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,王磊,,202606,,3.66,0,0,0,0,0,0,0,,,,0,,0.00
7660089584441655337,3植发-混剪-空空-舒曼-活动（女性美学）（发际线下调）（空镜）-王磊-20260707.mp4,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,王磊,,202607,,3.34,0,0,0,0,0,0,0,,,,0,,0.00
7663422017133314082,4植发-混剪-空空-舒曼-活动（女性美学）（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,汝春,,202607,,3.25,0,0,0,0,0,0,0,,,,0,,0.00
7660365653496463366,8植发-混剪-空空-舒曼-绒毛感（女性美学）（优势）（空镜）-李铁良-20260708.mp4,广州,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,铁良,,202607,,3.12,0,0,0,0,0,0,0,,,,0,,0.00
7591481633279279119,推送视频_植发-剧情-蛋黄妍妍-效果-诊室-希琛-美学哈喽女性_方案-张艳秋-250925-251013.mp4,广州,植发,剧情,方案,方案,方案,诊室,蛋黄,希琛,艳秋,,202510,,3.07,0,0,0,0,0,0,0,,,,0,,0.00
7663422528535642118,2植发-混剪-空空-舒曼-绒毛感（女性美学）（美学方案定制）（优势）（空）-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,广州,植发,混剪,方案,优势,其他,空镜,空空,舒曼,汝春,,202607,,2.90,0,0,0,0,0,0,0,,,,0,,0.00
7650444410076495924,推送视频_植发-混剪-空空-空镜-时间-钱-门头数字人-希琛-马亚书-260608.mp4,广州,植发,混剪,时间,钱,其他,空镜,空空|数字人,希琛,亚书,,202606,,2.89,0,0,0,0,0,0,0,,,,0,,0.00
7624742639015215104,SY改本地生活-植发剧情-crc-hx-260114（诊室面诊 价格)-260116-260404.mp4,广州,植发,剧情,价格,,无,诊室,,,,SY,202604,,2.88,0,0,0,0,0,0,0,,,,0,,0.00
7594352984168349736,推送视频_植发-拼接-空空-方案-空空-HX-（女）10秒咨询-王赫-260104-260104.mp4,广州,植发,,方案,方案,方案,,空空,王赫,HX|王赫,,202601,,2.83,0,0,0,0,0,0,0,,,,0,,0.00
7663428566707568703,5植发-剧情创新-冰冰MARC-志松-高标准（女性美学）（美学方案定制）（空镜）-跃海-2607-12-13-14-17.mp4,广州,植发,剧情,方案,方案,方案,空镜,MARC,志松,跃海,,202607,,2.82,0,0,0,0,0,0,0,,,,0,,0.00
7631117336640192562,推送视频_7植发-口播-圣男-效果-画线-诊室-王赫-快女-张明辉-260416.mp4,广州,植发,口播,效果,画线,其他,诊室,圣男,王赫,明辉|王赫,,202604,,2.81,0,0,0,0,0,0,0,,,,0,,0.00
7648149899948458018,推送视频_植发-混剪-空空-空镜-价格-钱-大字报2-希琛-马亚书-260604.mp4,广州,植发,混剪,价格,钱,其他,空镜,空空,希琛,亚书,,202606,,2.72,0,0,0,0,0,0,0,,,,0,,0.00
7657024809587408937,推送视频_3植发-剧情创新-齐政莱莱 -舒曼-好几万（女性美学）（漂亮）（诊室）-跃海-20260629.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202606,,2.64,0,0,0,0,0,0,0,,,,0,,0.00
